100,50,0.026199,34,270,41

200,50,0.018,42,502,41

300,50,0.026599,67,861,41

400,50,0.0339,81,1218,41

500,50,0.0491,88,1550,41

600,50,0.049001,84,1683,41

700,50,0.0717,135,2261,41

800,50,0.0772,118,2536,41

900,50,0.0677,134,2742,41

1000,50,0.102101,141,3250,41

1100,50,0.0755,157,3578,41

1200,50,0.0695,183,3904,41

1300,50,0.120901,174,4331,41

1400,50,0.0913,210,4760,41

1500,50,0.2354,200,5170,41

1600,50,0.1366,188,5200,41

1700,50,0.135801,203,5590,41

1800,50,0.1534,255,6029,41

1900,50,0.115601,216,6102,41

2000,50,0.124101,252,6785,41

2100,50,0.1675,251,7096,41

2200,50,0.162099,260,7314,41

2300,50,0.158001,269,7678,41

2400,50,0.285701,275,8107,41

2500,50,0.120299,287,8202,41

2600,50,0.1512,276,8603,41

2700,50,0.1384,299,9155,41

2800,50,0.1396,289,9419,41

2900,50,0.151101,300,9458,41

3000,50,0.3113,290,9776,41

3100,50,0.339901,351,10510,41

3200,50,0.159,334,10539,41

3300,50,0.2207,377,11458,41

3400,50,0.1903,314,11139,41

3500,50,0.1616,323,11366,41

3600,50,0.1762,371,12431,41

3700,50,0.1708,337,12093,41

3800,50,0.281501,341,12631,41

3900,50,0.3064,391,13428,41

4000,50,0.3298,386,13268,41

4100,50,0.192,373,13663,41

4200,50,0.220599,404,14274,41

4300,50,0.3123,427,14955,41

4400,50,0.346999,428,14961,41

4500,50,0.2371,445,15385,41

4600,50,0.5748,420,15546,41

4700,50,0.291499,410,16066,41

4800,50,0.2982,423,16465,41

4900,50,0.5079,446,16707,41

5000,50,0.2444,435,16638,41

5100,50,0.254501,427,17623,41

5200,50,0.577001,474,17700,41

5300,50,0.2496,439,18021,41

5400,50,0.2917,483,18545,41

5500,50,0.277901,477,18834,41

5600,50,0.398,475,18855,41

5700,50,0.3658,473,19458,41

5800,50,0.4261,492,19852,41

5900,50,0.2906,492,20102,41

6000,50,0.481,528,20648,41

6100,50,0.3951,499,21057,41

6200,50,0.3027,497,20878,41

6300,50,0.3824,497,21108,41

6400,50,0.4164,564,22140,41

6500,50,0.4593,528,22272,41

6600,50,0.4438,529,22565,41

6700,50,0.4793,543,22619,41

6800,50,0.498499,558,22950,41

6900,50,0.326699,574,23768,41

7000,50,0.675501,561,24342,41

7100,50,0.4269,540,24321,41

7200,50,0.3546,571,24738,41

7300,50,0.4816,580,24951,41

7400,50,0.9623,591,25722,41

7500,50,0.3861,582,25995,41

7600,50,0.3614,612,26558,41

7700,50,0.4276,628,26762,41

7800,50,0.396901,606,26814,41

7900,50,0.3652,584,27032,41

8000,50,0.5285,599,27185,41

8100,50,0.490999,628,28022,41

8200,50,0.470199,634,28607,41

8300,50,0.5871,610,28925,41

8400,50,0.4342,609,29046,41

8500,50,0.6005,613,29061,41

8600,50,0.562001,660,29730,41

8700,50,0.4622,603,29880,41

8800,50,0.414999,696,30520,41

8900,50,0.6794,646,31003,41

9000,50,0.546201,652,31421,41

9100,50,0.647099,639,31048,41

9200,50,0.5116,670,31524,41

9300,50,0.8958,660,32255,41

9400,50,0.6347,707,32178,41

9500,50,0.4957,620,32533,41

9600,50,0.602101,697,32822,41

9700,50,0.653,683,33417,41

9800,50,0.484,702,33402,41

9900,50,0.4772,694,34361,41

10000,50,0.5337,641,33945,41

