100,50,0.0149,27,232,22

200,50,0.0161,42,523,22

300,50,0.0337,60,813,22

400,50,0.0397,89,1223,22

500,50,0.0585,80,1378,22

600,50,0.036401,113,1867,22

700,50,0.0587,112,2086,22

800,50,0.064299,106,2479,22

900,50,0.1021,137,2856,22

1000,50,0.0887,156,3298,22

1100,50,0.1244,172,3613,22

1200,50,0.085501,190,3776,22

1300,50,0.138399,173,4215,22

1400,50,0.0838,195,4584,22

1500,50,0.085199,190,4928,22

1600,50,0.1141,226,5293,22

1700,50,0.094801,200,5597,22

1800,50,0.124999,226,5867,22

1900,50,0.1033,230,6388,22

2000,50,0.177899,257,6733,22

2100,50,0.1937,268,7144,22

2200,50,0.130801,241,7371,22

2300,50,0.1165,259,7783,22

2400,50,0.1534,247,7911,22

2500,50,0.987001,249,8210,22

2600,50,0.1688,272,8395,22

2700,50,0.264701,288,8986,22

2800,50,0.365099,309,9404,22

2900,50,0.1952,321,9623,22

3000,50,0.1521,313,10215,22

3100,50,0.2443,337,10419,22

3200,50,0.230799,316,10795,22

3300,50,0.2527,348,11005,22

3400,50,0.273001,332,11253,22

3500,50,0.179999,346,11890,22

3600,50,0.209201,331,12151,22

3700,50,0.2579,362,12754,22

3800,50,0.256901,373,12951,22

3900,50,0.2194,378,13333,22

4000,50,0.2309,381,13432,22

4100,50,0.208399,412,13955,22

4200,50,0.2721,389,14083,22

4300,50,0.2976,418,14663,22

4400,50,0.3236,404,14608,22

4500,50,0.4515,437,15429,22

4600,50,0.277299,433,15931,22

4700,50,0.338,408,15940,22

4800,50,0.3127,399,16002,22

4900,50,0.2994,396,16164,22

5000,50,0.347899,473,17473,22

5100,50,0.255499,467,17668,22

5200,50,0.3893,464,18237,22

5300,50,0.4045,487,18148,22

5400,50,0.3082,495,18844,22

5500,50,0.2654,505,19045,22

5600,50,0.4396,500,19661,22

5700,50,0.376501,512,19598,22

5800,50,0.434699,512,19871,22

5900,50,0.4098,466,19729,22

6000,50,0.483701,521,20909,22

6100,50,0.3241,510,20870,22

6200,50,0.539501,538,21613,22

6300,50,0.4018,536,21684,22

6400,50,0.3253,550,22492,22

6500,50,0.3128,572,22758,22

6600,50,0.32,519,22772,22

6700,50,0.3092,508,22714,22

6800,50,0.315099,495,23106,22

6900,50,0.3986,553,23843,22

7000,50,0.3752,549,24084,22

7100,50,0.3555,563,24125,22

7200,50,0.387499,566,24666,22

7300,50,0.635599,550,24963,22

7400,50,0.5224,544,25204,22

7500,50,0.400599,553,25395,22

7600,50,0.836801,609,26540,22

7700,50,0.3734,569,26303,22

7800,50,0.501301,591,27322,22

7900,50,0.538101,569,26904,22

8000,50,0.5037,663,28020,22

8100,50,0.613799,625,27756,22

8200,50,0.585701,644,28479,22

8300,50,0.5762,579,28475,22

8400,50,0.5029,597,28417,22

8500,50,0.5729,655,29564,22

8600,50,0.421799,657,29290,22

8700,50,0.6207,636,30328,22

8800,50,0.4447,678,31106,22

8900,50,0.7504,639,30294,22

9000,50,0.5025,688,31250,22

9100,50,0.5136,677,31218,22

9200,50,0.4265,693,32064,22

9300,50,0.538401,684,31986,22

9400,50,0.7986,701,32630,22

9500,50,0.6687,665,33159,22

9600,50,0.7111,705,33602,22

9700,50,0.6009,700,34377,22

9800,50,0.701501,686,33937,22

9900,50,0.7127,721,34765,22

10000,50,0.617499,700,34557,22

