1000,10,400,8,1
2000,10,400,9,1
3000,10,600,8,1
4000,10,400,10,1
5000,10,500,11,1
6000,10,200,9,1
7000,10,200,12,1
8000,10,100,11,1
9000,10,500,13,1
10000,10,200,12,1
11000,10,100,13,1
12000,10,200,10,1
13000,10,0,14,1
14000,10,100,13,1
15000,10,100,14,1
16000,10,0,12,1
17000,10,100,14,1
18000,10,100,14,1
19000,10,100,13,1
20000,10,100,13,1
21000,10,100,14,1
22000,10,200,14,1
23000,10,100,11,1
24000,10,100,11,1
25000,10,100,15,1
26000,10,100,15,1
27000,10,100,14,1
28000,10,100,14,1
29000,10,100,15,1
30000,10,100,15,1
31000,10,200,13,1
32000,10,100,13,1
33000,10,100,15,1
34000,10,100,15,1
35000,10,100,15,1
36000,10,200,15,1
37000,10,100,14,1
38000,10,100,14,1
39000,10,100,14,1
40000,10,100,14,1
41000,10,100,15,1
42000,10,200,15,1
43000,10,100,15,1
44000,10,100,15,1
45000,10,0,15,1
46000,10,100,12,1
47000,10,100,12,1
48000,10,100,12,1
49000,10,100,12,1
50000,10,100,16,1
51000,10,200,16,1
52000,10,100,16,1
53000,10,100,16,1
54000,10,100,15,1
55000,10,100,15,1
56000,10,100,15,1
57000,10,100,15,1
58000,10,100,16,1
59000,10,100,16,1
60000,10,100,16,1
61000,10,100,16,1
62000,10,0,14,1
63000,10,100,14,1
64000,10,100,14,1
65000,10,100,14,1
66000,10,100,16,1
67000,10,100,16,1
68000,10,100,16,1
69000,10,100,16,1
70000,10,200,16,1
71000,10,100,16,1
72000,10,0,16,1
73000,10,100,16,1
74000,10,100,15,1
75000,10,100,15,1
76000,10,100,15,1
77000,10,100,15,1
78000,10,100,15,1
79000,10,100,15,1
80000,10,100,15,1
81000,10,100,15,1
82000,10,100,16,1
83000,10,200,16,1
84000,10,200,16,1
85000,10,200,16,1
86000,10,100,16,1
87000,10,100,16,1
88000,10,100,16,1
89000,10,100,16,1
90000,10,100,16,1
91000,10,0,13,1
92000,10,100,13,1
93000,10,100,13,1
94000,10,100,13,1
95000,10,100,13,1
96000,10,100,13,1
97000,10,100,13,1
98000,10,100,13,1
99000,10,300,17,1
100000,10,200,17,1
