100,93,0.0032,217,120,38

200,194,0.0032,497,263,38

300,251,0.0045,790,588,38

400,318,0.005699,1167,617,38

500,500,0.004599,893,499,38

600,532,0.0222,1402,668,38

700,601,0.0057,1181,786,38

800,793,0.003301,820,793,38

900,833,0.008301,1639,957,38

1000,890,0.0115,2958,2297,38

1100,1078,0.026201,3739,1294,38

1200,1119,0.0129,2744,1802,38

1300,1088,0.027601,2949,1354,38

1400,1308,0.0121,5044,1437,38

1500,1356,0.025201,4759,1493,38

1600,1268,0.0047,1599,1268,38

1700,1467,0.0218,7092,3769,38

1800,1367,0.0225,5226,2334,38

1900,1704,0.0231,3458,1919,38

2000,1801,0.014801,3423,2517,38

2100,1688,0.0272,6360,2972,38

2200,1925,0.025101,5453,2677,38

2300,1972,0.0193,4931,3077,38

2400,1923,0.0308,7316,2520,38

2500,2083,0.0695,6308,3724,38

2600,2189,0.0276,5537,3628,38

2700,2217,0.0192,4828,3150,38

2800,2352,0.0289,7239,3311,38

2900,2692,0.0374,10113,3567,38

3000,2327,0.0231,6059,4769,38

3100,2759,0.0458,6961,4137,38

3200,2719,0.028701,6495,4023,38

3300,2671,0.044701,13186,4237,38

3400,2656,0.0495,7161,3565,38

3500,3112,0.031299,8122,3427,38

3600,2950,0.0582,10722,6363,38

3700,3601,0.0363,8394,4833,38

3800,3331,0.0317,9001,5117,38

3900,3425,0.035399,9206,4342,38

4000,3017,0.047201,13991,6364,38

4100,4008,0.0493,14417,4399,38

4200,3187,0.0459,11837,4298,38

4300,4108,0.0509,12670,7380,38

4400,4346,0.053,12739,4385,38

4500,4291,0.032699,11586,4726,38

4600,3879,0.0455,8300,5613,38

4700,4034,0.048399,19497,5292,38

4800,3767,0.0503,13261,6431,38

4900,4300,0.0582,11675,4541,38

5000,4065,0.0425,8614,5242,38

5100,4783,0.025001,8204,5460,38

5200,4631,0.0614,18195,7502,38

5300,5120,0.0403,10303,5936,38

5400,5384,0.036399,10530,5605,38

5500,4883,0.0753,23040,5728,38

5600,5509,0.020499,6543,5769,38

5700,4893,0.062501,10710,7329,38

5800,5478,0.058199,22808,8781,38

5900,5566,0.0531,25179,6424,38

6000,4966,0.0693,21999,13927,38

6100,5069,0.0656,15790,9681,38

6200,5541,0.098401,14041,6464,38

6300,5111,0.0903,27381,17752,38

6400,6174,0.0632,28224,6624,38

6500,5488,0.096899,24681,17213,38

6600,5875,0.047,20001,6221,38

6700,6206,0.0579,16578,12785,38

6800,5924,0.096099,37408,19743,38

6900,5492,0.0511,16765,8828,38

7000,6175,0.0492,16265,12108,38

7100,6633,0.1372,41322,15026,38

7200,5830,0.135601,28017,9646,38

7300,6677,0.063299,16282,8999,38

7400,6905,0.084901,17649,9074,38

7500,6565,0.0337,11334,7829,38

7600,7024,0.0956,29148,17012,38

7700,6181,0.0712,17404,10650,38

7800,5934,0.071,19281,7504,38

7900,6728,0.083501,27896,9043,38

8000,7568,0.0401,13232,8709,38

8100,7649,0.0958,28476,15559,38

8200,7186,0.105,17494,8024,38

8300,6514,0.1728,31785,20024,38

8400,7935,0.082501,20533,8866,38

8500,6941,0.0771,16769,8333,38

8600,7856,0.032799,11705,8834,38

8700,8123,0.044101,20448,18031,38

8800,7659,0.0857,33070,18948,38

8900,7200,0.0807,28010,14368,38

9000,7268,0.1007,37466,17138,38

9100,8236,0.147799,18139,10058,38

9200,8788,0.111499,26594,10192,38

9300,8997,0.032399,10772,9768,38

9400,7473,0.0958,20861,10724,38

9500,9182,0.059799,15081,9615,38

9600,8192,0.0772,23506,9555,38

9700,8739,0.1292,36842,12527,38

9800,7602,0.167301,24758,9071,38

9900,7655,0.1198,25615,13811,38

10000,9701,0.088699,27900,19775,38

