100,84,0.011101,32,233,43

200,179,0.014401,37,406,43

300,230,0.0191,51,623,43

400,363,0.037101,56,825,43

500,436,0.0512,64,1021,43

600,497,0.044,79,1356,43

700,686,0.0505,89,1492,43

800,663,0.0651,65,1664,43

900,781,0.0688,102,1987,43

1000,767,0.063099,115,2290,43

1100,862,0.1464,133,2558,43

1200,1159,0.1543,118,2591,43

1300,1113,0.0611,130,2908,43

1400,1134,0.0558,128,3209,43

1500,1173,0.059999,132,3516,43

1600,1279,0.097101,161,3778,43

1700,1539,0.0932,126,3601,43

1800,1753,0.096401,126,3724,43

1900,1897,0.1223,155,4109,43

2000,1752,0.0932,153,4482,43

2100,1823,0.1143,169,4699,43

2200,2149,0.1153,163,4801,43

2300,2209,0.1207,168,4922,43

2400,2212,0.1324,183,5293,43

2500,1961,0.1682,189,5817,43

2600,2566,0.1295,181,5554,43

2700,2446,0.132,211,6011,43

2800,2253,0.1447,211,6584,43

2900,2284,0.177301,232,6885,43

3000,2883,0.1705,196,6577,43

3100,2597,0.1537,194,7104,43

3200,2487,0.157,249,7572,43

3300,3195,0.1318,214,7053,43

3400,3203,0.1483,230,7604,43

3500,3434,0.174499,217,7470,43

3600,3256,0.197,221,7738,43

3700,3659,0.175001,236,7986,43

3800,3427,0.1352,254,8639,43

3900,3134,0.180899,289,9308,43

4000,3300,0.167699,263,9376,43

4100,3471,0.2001,299,9475,43

4200,3939,0.2298,232,9081,43

4300,3668,0.2217,257,9738,43

4400,4166,0.184,254,9752,43

4500,3472,0.2639,294,10949,43

4600,3918,0.2414,313,10636,43

4700,3582,0.2468,319,11478,43

4800,4348,0.4958,281,10986,43

4900,4174,0.2702,329,11355,43

5000,4357,0.279,314,11456,43

5100,4473,0.2789,296,11579,43

5200,4393,0.329301,361,12437,43

5300,4352,0.299401,351,12538,43

5400,5317,0.2757,268,11605,43

5500,4402,0.2232,340,13081,43

5600,4397,0.3146,333,13373,43

5700,4541,0.256701,353,13689,43

5800,4872,0.315001,343,13591,43

5900,4427,0.248201,373,14440,43

6000,5048,0.283899,339,13884,43

6100,5143,0.2456,382,14322,43

6200,5494,0.335699,347,14218,43

6300,6164,0.4373,350,13626,43

6400,6390,0.2194,365,14064,43

6500,5515,0.4198,362,15164,43

6600,5875,0.239701,357,14836,43

6700,5567,0.270499,388,16016,43

6800,6095,0.433999,384,15534,43

6900,5426,0.547999,409,16785,43

7000,6708,0.253199,367,15578,43

7100,6417,0.3427,362,15867,43

7200,5669,0.3897,412,17480,43

7300,5764,0.327299,429,17767,43

7400,6624,0.3895,401,17020,43

7500,6119,0.2865,455,18136,43

7600,6121,0.3561,421,18497,43

7700,6225,0.422701,439,18590,43

7800,7531,0.354,386,17344,43

7900,7840,0.3863,361,17302,43

8000,7268,0.2692,389,18027,43

8100,7895,0.4029,379,17955,43

8200,6919,0.4454,425,19453,43

8300,7773,0.309201,424,18685,43

8400,6969,0.4164,422,19996,43

8500,7543,0.4003,417,19386,43

8600,6532,0.501,446,21214,43

8700,7140,0.3247,447,20412,43

8800,7410,0.3133,419,20672,43

8900,7909,0.3582,479,20593,43

9000,7376,0.464899,511,21686,43

9100,7487,0.468501,414,21440,43

9200,7989,0.4865,450,21186,43

9300,9208,0.4401,451,20476,43

9400,9019,0.497401,470,20977,43

9500,9328,0.3202,432,20730,43

9600,8987,0.4215,450,21734,43

9700,9342,0.484099,447,21534,43

9800,9330,0.518299,461,21696,43

9900,9387,0.485,467,22100,43

10000,9554,0.3338,437,22155,43

