100,65,0.002001,220,117,91

200,109,0.004899,738,374,91

300,166,0.0041,794,331,91

400,207,0.0047,1269,670,91

500,252,0.026299,1192,880,91

600,330,0.0123,2631,1790,91

700,354,0.0114,2590,1162,91

800,402,0.009699,2122,892,91

900,451,0.0146,4013,1196,91

1000,508,0.011,2788,1546,91

1100,572,0.032999,3550,2408,91

1200,621,0.0163,4885,3372,91

1300,659,0.0373,6292,3676,91

1400,720,0.0172,3903,1444,91

1500,751,0.014801,3010,1499,91

1600,807,0.0127,2775,1635,91

1700,856,0.033001,5155,3119,91

1800,926,0.0239,3197,1970,91

1900,980,0.024,6664,3196,91

2000,1030,0.028101,5218,2608,91

2100,1054,0.028601,6533,3863,91

2200,1112,0.030099,8967,5964,91

2300,1171,0.031101,6580,4256,91

2400,1228,0.058499,14787,7708,91

2500,1257,0.0416,15533,7320,91

2600,1329,0.039199,9510,5760,91

2700,1365,0.0608,9274,3497,91

2800,1411,0.054299,11257,6169,91

2900,1455,0.033601,7385,5154,91

3000,1524,0.046,14516,6042,91

3100,1558,0.0455,9235,4799,91

3200,1605,0.0381,8412,5430,91

3300,1665,0.048899,11020,7501,91

3400,1719,0.054,17074,6038,91

3500,1761,0.118901,10948,5831,91

3600,1810,0.039799,11376,2181,91

3700,1880,0.031001,12448,4944,91

3800,1904,0.051801,13354,8254,91

3900,1958,0.0534,11044,7011,91

4000,2012,0.031399,6566,2315,91

4100,2059,0.0527,14926,8366,91

4200,2121,0.0599,22230,15660,91

4300,2165,0.055,16882,7580,91

4400,2217,0.0499,13059,8631,91

4500,2265,0.058501,15166,8531,91

4600,2301,0.1016,14709,5805,91

4700,2363,0.0572,18347,5272,91

4800,2400,0.1451,22243,11582,91

4900,2455,0.062801,12380,6177,91

5000,2518,0.073399,17562,9356,91

5100,2556,0.0717,15546,6377,91

5200,2601,0.0945,13565,9479,91

5300,2668,0.0607,19380,12064,91

5400,2727,0.051,12472,9657,91

5500,2758,0.0719,17873,6715,91

5600,2818,0.0843,31747,14983,91

5700,2868,0.0446,9183,3402,91

5800,2924,0.0616,15323,9840,91

5900,2978,0.063799,16974,5761,91

6000,3018,0.0483,16045,6360,91

6100,3052,0.098001,13536,8386,91

6200,3107,0.071501,31258,17186,91

6300,3158,0.0974,19531,11240,91

6400,3204,0.086399,21680,15891,91

6500,3276,0.070599,12917,7464,91

6600,3318,0.134999,28542,11659,91

6700,3366,0.0673,21247,12297,91

6800,3423,0.0715,23755,14027,91

6900,3463,0.052199,17587,10422,91

7000,3522,0.0965,22399,10866,91

7100,3579,0.0838,21606,10465,91

7200,3611,0.1114,29881,20280,91

7300,3657,0.070401,21528,7625,91

7400,3726,0.061699,13993,8179,91

7500,3753,0.074001,22922,14503,91

7600,3813,0.0714,25776,17860,91

7700,3872,0.071,23733,15834,91

7800,3919,0.0578,16950,8922,91

7900,3970,0.061,15800,9205,91

8000,4001,0.104499,19157,10251,91

8100,4067,0.088999,19087,11751,91

8200,4114,0.127001,50799,25647,91

8300,4174,0.090901,19403,11433,91

8400,4203,0.161,41744,27673,91

8500,4250,0.079801,16841,10239,91

8600,4314,0.087399,36140,13169,91

8700,4374,0.1018,35658,26292,91

8800,4426,0.0908,34370,20637,91

8900,4472,0.0722,21718,9932,91

9000,4521,0.0792,16781,10447,91

9100,4554,0.182999,42193,18726,91

9200,4605,0.1292,37592,16351,91

9300,4675,0.139999,31452,12579,91

9400,4718,0.0858,47960,27166,91

9500,4776,0.138,46519,35169,91

9600,4812,0.165601,21541,7553,91

9700,4857,0.064601,17194,6270,91

9800,4922,0.097,28781,10408,91

9900,4975,0.2977,50440,24195,91

10000,5028,0.1932,38923,12211,91

