1000,401,1100,8,1
2000,917,600,11,1
3000,1275,600,8,1
4000,1621,600,12,1
5000,2390,600,9,1
6000,2638,300,11,1
7000,3121,300,10,1
8000,3411,600,13,1
9000,4032,300,10,1
10000,4832,200,10,1
11000,4711,300,12,1
12000,5548,200,13,1
13000,6478,200,14,1
14000,5661,100,12,1
15000,7179,100,12,1
16000,7765,200,14,1
17000,7816,200,15,1
18000,7381,100,8,1
19000,9259,200,13,1
20000,9946,100,13,1
21000,9266,100,14,1
22000,9559,100,10,1
23000,10488,200,14,1
24000,11069,200,13,1
25000,12306,100,13,1
26000,12196,200,14,1
27000,11723,200,15,1
28000,13445,100,14,1
29000,13059,100,15,1
30000,14631,200,15,1
31000,12701,200,13,1
32000,13190,200,15,1
33000,13318,100,14,1
34000,14990,200,15,1
35000,16470,200,14,1
36000,17331,200,15,1
37000,17580,200,13,1
38000,17826,200,14,1
39000,16830,200,15,1
40000,16979,200,15,1
41000,16779,200,16,1
42000,19306,100,12,1
43000,21252,200,13,1
44000,21246,200,11,1
45000,18720,200,15,1
46000,20545,300,16,1
47000,22743,300,14,1
48000,20597,100,14,1
49000,19830,200,14,1
50000,21430,200,14,1
51000,24528,200,15,1
52000,25398,200,14,1
53000,21842,300,16,1
54000,24506,300,12,1
55000,24265,200,16,1
56000,27640,300,15,1
57000,23172,300,16,1
58000,28844,300,16,1
59000,27877,200,13,1
60000,29046,300,12,1
61000,25814,200,13,1
62000,26633,200,15,1
63000,25943,400,15,1
64000,28038,300,16,1
65000,30038,200,12,1
66000,29794,200,15,1
67000,28168,200,16,1
68000,33848,300,17,1
69000,31355,200,13,1
70000,31141,200,15,1
71000,34873,100,17,1
72000,30700,200,15,1
73000,34851,300,15,1
74000,34345,500,16,1
75000,32681,200,17,1
76000,31052,200,16,1
77000,36565,200,16,1
78000,36417,300,13,1
79000,39148,200,15,1
80000,38486,200,15,1
81000,33466,300,17,1
82000,37725,200,13,1
83000,41038,200,16,1
84000,38302,300,16,1
85000,40711,300,16,1
86000,35257,200,16,1
87000,37124,300,16,1
88000,41692,200,17,1
89000,44461,200,16,1
90000,39702,200,17,1
91000,40838,300,16,1
92000,45832,200,15,1
93000,41072,300,16,1
94000,39840,200,15,1
95000,39670,200,16,1
96000,42212,200,15,1
97000,40660,200,17,1
98000,41600,300,16,1
99000,48968,200,17,1
100000,47047,200,15,1
