1000,385,400,8,1
2000,1331,500,11,1
3000,666,500,8,1
4000,2058,500,12,1
5000,4965,200,10,1
6000,3636,21700,13,1
7000,106,300,12,1
8000,7171,200,13,1
9000,1841,300,13,1
10000,1889,300,13,1
11000,7996,100,11,1
12000,156,100,11,1
13000,740,100,11,1
14000,12409,200,14,1
15000,13064,100,14,1
16000,8546,200,14,1
17000,7569,100,14,1
18000,16210,200,14,1
19000,14320,100,13,1
20000,16561,100,6,1
21000,5559,100,14,1
22000,2185,100,14,1
23000,12081,200,15,1
24000,3392,100,14,1
25000,24682,200,14,1
26000,1918,100,13,1
27000,4879,100,13,1
28000,26571,100,15,1
29000,7802,100,15,1
30000,29324,200,15,1
31000,7285,200,15,1
32000,8327,200,15,1
33000,14381,100,14,1
34000,1957,100,10,1
35000,1546,200,14,1
36000,32945,100,15,1
37000,34962,100,15,1
38000,1446,200,15,1
39000,38797,100,15,1
40000,6287,200,16,1
41000,7021,100,15,1
42000,32147,100,15,1
43000,1514,100,16,1
44000,733,100,16,1
45000,5124,100,15,1
46000,35716,200,13,1
47000,12712,100,10,1
48000,13958,200,14,1
49000,42761,100,15,1
50000,34946,100,12,1
51000,30305,200,15,1
52000,8051,200,15,1
53000,52527,100,15,1
54000,34821,200,16,1
55000,31884,100,14,1
56000,38639,100,15,1
57000,773,100,14,1
58000,384,100,16,1
59000,6078,200,15,1
60000,51779,100,16,1
61000,52161,100,16,1
62000,19613,200,16,1
63000,26502,100,14,1
64000,47517,200,16,1
65000,53973,100,16,1
66000,5155,100,6,1
67000,45210,100,16,1
68000,67146,200,16,1
69000,30377,100,16,1
70000,51378,100,13,1
71000,3412,200,12,1
72000,64302,100,16,1
73000,19246,100,9,1
74000,12811,200,14,1
75000,3108,200,16,1
76000,40172,100,16,1
77000,42472,200,17,1
78000,34708,100,14,1
79000,47163,100,17,1
80000,60217,200,17,1
81000,30136,100,10,1
82000,48045,0,7,1
83000,3223,200,17,1
84000,11934,100,11,1
85000,34219,300,16,1
86000,61936,100,17,1
87000,4739,100,14,1
88000,10290,200,16,1
89000,63963,100,17,1
90000,76028,100,14,1
91000,17249,200,13,1
92000,73630,200,14,1
93000,16321,200,16,1
94000,90113,100,17,1
95000,54951,200,15,1
96000,37925,100,14,1
97000,22347,200,17,1
98000,43765,100,16,1
99000,87448,100,15,1
100000,11405,200,16,1
