1000,856,900,9,1
2000,1731,500,10,1
3000,2248,400,12,1
4000,3328,600,11,1
5000,2644,600,13,1
6000,5019,200,10,1
7000,2475,200,11,1
8000,7673,400,13,1
9000,3200,300,13,1
10000,2042,300,13,1
11000,8609,4800,14,1
12000,11499,100,14,1
13000,10635,100,14,1
14000,11023,200,14,1
15000,4634,100,11,1
16000,10979,100,12,1
17000,1601,200,14,1
18000,15694,100,15,1
19000,7032,100,13,1
20000,19442,100,11,1
21000,11596,200,14,1
22000,21946,100,11,1
23000,9193,200,14,1
24000,19486,100,15,1
25000,18890,100,15,1
26000,23702,100,15,1
27000,3327,100,12,1
28000,6025,200,14,1
29000,13032,100,12,1
30000,6724,200,13,1
31000,28388,200,15,1
32000,11684,200,14,1
33000,8281,100,10,1
34000,18712,100,13,1
35000,2434,100,14,1
36000,64,200,13,1
37000,692,100,15,1
38000,6642,200,15,1
39000,2679,200,15,1
40000,7545,200,15,1
41000,4923,200,10,1
42000,21955,200,15,1
43000,9427,100,15,1
44000,38399,100,14,1
45000,3270,200,15,1
46000,44806,100,15,1
47000,10888,100,15,1
48000,43121,100,14,1
49000,13736,200,15,1
50000,40221,100,15,1
51000,30795,100,13,1
52000,20011,200,16,1
53000,44375,100,16,1
54000,15627,100,13,1
55000,49612,100,15,1
56000,35158,100,14,1
57000,35506,200,15,1
58000,14850,200,15,1
59000,16969,100,14,1
60000,56121,100,15,1
61000,9744,100,16,1
62000,38301,100,13,1
63000,55870,200,16,1
64000,3689,200,14,1
65000,62216,100,16,1
66000,44690,100,15,1
67000,57078,200,16,1
68000,8274,100,13,1
69000,21669,100,13,1
70000,16243,200,15,1
71000,14951,200,16,1
72000,16582,200,17,1
73000,58561,100,11,1
74000,57003,200,16,1
75000,63891,100,16,1
76000,10343,100,15,1
77000,69610,100,12,1
78000,22451,200,15,1
79000,19439,100,17,1
80000,52007,200,15,1
81000,42640,200,15,1
82000,42276,100,17,1
83000,61912,200,17,1
84000,58443,100,15,1
85000,30948,200,17,1
86000,50768,200,16,1
87000,49378,200,15,1
88000,14786,300,16,1
89000,29777,100,16,1
90000,40925,200,16,1
91000,72608,200,16,1
92000,719,200,15,1
93000,51868,200,16,1
94000,49001,200,17,1
95000,2552,200,16,1
96000,14603,200,15,1
97000,58442,200,16,1
98000,37829,200,16,1
99000,44731,200,16,1
100000,26969,200,14,1
