1000,968,700,5,1
2000,609,500,11,1
3000,2269,400,10,1
4000,3665,500,12,1
5000,115,500,13,1
6000,324,300,11,1
7000,4173,300,12,1
8000,6607,400,13,1
9000,7434,200,13,1
10000,4106,300,12,1
11000,8209,7600,13,1
12000,11123,100,13,1
13000,8619,100,13,1
14000,10615,100,13,1
15000,10865,200,13,1
16000,14191,100,13,1
17000,10158,100,8,1
18000,11359,100,14,1
19000,13901,100,13,1
20000,5846,100,14,1
21000,17172,100,15,1
22000,13773,200,14,1
23000,22389,100,13,1
24000,17330,100,11,1
25000,21903,100,15,1
26000,22087,100,15,1
27000,14704,100,12,1
28000,1673,200,12,1
29000,21172,200,15,1
30000,26053,100,13,1
31000,28377,100,15,1
32000,4490,200,15,1
33000,24553,100,14,1
34000,13271,100,12,1
35000,10589,100,15,1
36000,2902,200,13,1
37000,2344,200,14,1
38000,5454,200,15,1
39000,17976,100,15,1
40000,35628,100,13,1
41000,813,100,16,1
42000,28608,100,14,1
43000,29269,200,14,1
44000,9382,100,15,1
45000,21576,200,15,1
46000,3720,100,13,1
47000,1183,200,15,1
48000,13892,200,15,1
49000,14305,100,10,1
50000,38179,100,16,1
51000,4844,200,14,1
52000,25922,100,11,1
53000,13392,100,15,1
54000,48779,100,16,1
55000,46908,100,15,1
56000,3856,100,14,1
57000,13521,200,16,1
58000,8773,100,14,1
59000,17414,100,16,1
60000,48484,100,11,1
61000,25506,100,15,1
62000,40080,100,9,1
63000,264,200,16,1
64000,60791,100,14,1
65000,47110,200,16,1
66000,35358,100,13,1
67000,58147,100,16,1
68000,31641,100,11,1
69000,65951,200,15,1
70000,33308,100,15,1
71000,35527,100,16,1
72000,31416,100,15,1
73000,14959,200,13,1
74000,62156,100,13,1
75000,11262,100,14,1
76000,25743,200,16,1
77000,39237,100,15,1
78000,46939,100,12,1
79000,10251,200,15,1
80000,26613,200,17,1
81000,71545,100,11,1
82000,9792,200,17,1
83000,4390,200,14,1
84000,76293,100,14,1
85000,12008,200,14,1
86000,25103,200,17,1
87000,36005,200,16,1
88000,42566,100,17,1
89000,16019,200,15,1
90000,72992,200,11,1
91000,26794,200,16,1
92000,73970,100,15,1
93000,57676,100,17,1
94000,45228,100,15,1
95000,22187,100,17,1
96000,22798,200,16,1
97000,94498,100,16,1
98000,81290,100,16,1
99000,53909,200,16,1
100000,31794,200,15,1
