1000,173,600,10,0
2000,1269,500,11,0
3000,1943,400,12,0
4000,2365,600,12,0
5000,1637,300,13,0
6000,89,200,13,0
7000,2183,300,13,0
8000,347,300,13,0
9000,7819,300,15,0
10000,5935,300,14,0
11000,1525,200,14,0
12000,9083,200,14,0
13000,2933,300,14,0
14000,9497,100,14,0
15000,9487,100,14,0
16000,1523,100,14,0
17000,6331,200,15,0
18000,1611,200,15,0
19000,13973,100,15,0
20000,15601,100,15,0
21000,13049,100,15,0
22000,13627,100,15,0
23000,12907,100,15,0
24000,16673,100,15,0
25000,1035,100,15,0
26000,24329,100,15,0
27000,14145,100,15,0
28000,11937,200,15,0
29000,17495,200,15,0
30000,2553,100,15,0
31000,2703,200,15,0
32000,26695,100,15,0
33000,13171,100,16,0
34000,333,100,16,0
35000,21113,100,16,0
36000,6481,100,16,0
37000,19729,100,16,0
38000,28013,100,16,0
39000,37703,200,16,0
40000,24133,200,16,0
41000,21803,200,16,0
42000,6345,200,16,0
43000,2375,100,16,0
44000,43089,200,16,0
45000,16619,200,16,0
46000,23277,100,16,0
47000,8403,100,16,0
48000,21231,100,16,0
49000,22537,200,16,0
50000,4749,100,16,0
51000,595,200,16,0
52000,5825,200,16,0
53000,11135,100,16,0
54000,39379,200,16,0
55000,40079,100,16,0
56000,45107,100,16,0
57000,55953,200,16,0
58000,54643,200,16,0
59000,18819,100,16,0
60000,46319,100,16,0
61000,34273,100,16,0
62000,4703,200,16,0
63000,18857,100,16,0
64000,47021,100,16,0
65000,31769,200,16,0
66000,43697,200,17,0
67000,20147,100,17,0
68000,52683,100,17,0
69000,57197,200,17,0
70000,52903,100,17,0
71000,17727,200,17,0
72000,60691,200,17,0
73000,18679,200,17,0
74000,9855,100,17,0
75000,8835,200,17,0
76000,70977,200,17,0
77000,40517,200,17,0
78000,40083,300,17,0
79000,36473,300,17,0
80000,16661,300,17,0
81000,56837,300,17,0
82000,17765,300,17,0
83000,18783,200,17,0
84000,50199,200,17,0
85000,60727,200,17,0
86000,78251,200,17,0
87000,46465,200,17,0
88000,59641,200,17,0
89000,10967,300,17,0
90000,32981,200,17,0
91000,39383,100,17,0
92000,77745,200,17,0
93000,14723,200,17,0
94000,35999,200,17,0
95000,78307,500,17,0
96000,7827,400,17,0
97000,39059,200,17,0
98000,26857,300,17,0
99000,4703,200,17,0
100000,84319,200,17,0
