1000,503,500,10,0
2000,1433,600,11,0
3000,1329,400,12,0
4000,1809,600,12,0
5000,81,300,13,0
6000,4879,200,13,0
7000,915,300,13,0
8000,5669,300,13,0
9000,935,400,14,0
10000,8459,300,14,0
11000,3865,300,14,0
12000,6531,200,14,0
13000,1671,200,14,0
14000,3703,100,14,0
15000,14873,200,15,0
16000,11243,200,14,0
17000,9893,100,15,0
18000,9123,200,15,0
19000,1267,100,15,0
20000,3439,100,15,0
21000,1673,200,15,0
22000,9641,100,15,0
23000,6759,200,15,0
24000,13859,100,15,0
25000,20785,100,15,0
26000,7435,100,15,0
27000,15241,100,15,0
28000,14677,100,15,0
29000,3,100,15,0
30000,16161,100,15,0
31000,26439,300,15,0
32000,15545,100,15,0
33000,20033,100,16,0
34000,18243,200,16,0
35000,12155,200,16,0
36000,3137,200,16,0
37000,33157,200,16,0
38000,27407,100,16,0
39000,32599,200,16,0
40000,35161,100,16,0
41000,12885,100,16,0
42000,32417,100,16,0
43000,27317,200,16,0
44000,41901,200,16,0
45000,23449,200,16,0
46000,4451,100,16,0
47000,27987,200,16,0
48000,47471,200,16,0
49000,4197,100,16,0
50000,20289,100,16,0
51000,49299,200,16,0
52000,31091,100,16,0
53000,41443,100,16,0
54000,18047,200,16,0
55000,8965,100,16,0
56000,1857,100,16,0
57000,36627,200,16,0
58000,19835,200,16,0
59000,41821,100,16,0
60000,38535,100,16,0
61000,11035,100,16,0
62000,22351,200,16,0
63000,56825,200,16,0
64000,41091,200,16,0
65000,28729,200,16,0
66000,60039,100,17,0
67000,65637,200,17,0
68000,4773,100,17,0
69000,54669,100,17,0
70000,46061,200,17,0
71000,58367,200,17,0
72000,671,100,17,0
73000,44409,200,17,0
74000,47951,200,17,0
75000,35903,200,17,0
76000,32843,100,17,0
77000,21143,100,17,0
78000,51487,400,17,0
79000,4173,200,17,0
80000,21179,100,17,0
81000,12197,100,17,0
82000,35867,200,17,0
83000,60487,200,17,0
84000,43325,100,17,0
85000,35487,300,17,0
86000,63977,100,17,0
87000,85069,200,17,0
88000,50121,300,17,0
89000,85833,200,17,0
90000,43115,100,17,0
91000,20693,200,17,0
92000,91097,200,17,0
93000,67355,200,17,0
94000,30177,100,17,0
95000,50237,200,17,0
96000,41737,300,17,0
97000,11611,400,17,0
98000,60927,200,17,0
99000,879,200,17,0
100000,52309,100,17,0
