1000,770,3000,9,1
2000,1594,700,10,1
3000,2348,600,11,1
4000,3179,600,12,1
5000,3937,500,12,1
6000,4764,400,13,1
7000,5388,300,11,1
8000,6170,400,9,1
9000,7434,300,13,1
10000,7684,200,10,1
11000,9119,300,13,1
12000,9701,200,14,1
13000,10264,200,14,1
14000,10667,200,14,1
15000,11884,100,11,1
16000,12872,200,13,1
17000,13480,200,13,1
18000,13953,200,14,1
19000,15312,200,14,1
20000,15799,100,10,1
21000,15858,100,13,1
22000,17607,100,13,1
23000,19118,100,14,1
24000,19708,200,15,1
25000,19184,200,13,1
26000,20840,100,15,1
27000,20546,100,13,1
28000,22672,200,15,1
29000,21807,200,15,1
30000,23319,100,14,1
31000,25608,200,15,1
32000,26436,100,9,1
33000,27130,100,14,1
34000,26157,100,13,1
35000,27214,200,15,1
36000,29398,100,15,1
37000,30222,200,16,1
38000,31491,200,14,1
39000,31357,200,15,1
40000,32608,200,14,1
41000,32649,200,16,1
42000,31958,200,15,1
43000,34258,200,13,1
44000,35079,100,14,1
45000,34401,300,16,1
46000,36102,200,16,1
47000,37517,200,15,1
48000,38330,200,12,1
49000,38124,200,12,1
50000,40240,200,15,1
51000,40142,300,16,1
52000,42668,200,15,1
53000,39799,300,16,1
54000,43405,200,13,1
55000,41807,200,16,1
56000,43236,200,15,1
57000,46830,200,15,1
58000,44364,200,16,1
59000,47555,200,15,1
60000,45514,300,16,1
61000,48822,300,16,1
62000,46871,200,15,1
63000,47745,200,16,1
64000,48721,100,14,1
65000,50266,200,15,1
66000,52241,200,14,1
67000,55286,200,10,1
68000,55045,300,16,1
69000,51986,200,15,1
70000,57079,200,16,1
71000,53438,200,12,1
72000,58510,200,16,1
73000,60731,300,14,1
74000,58721,200,16,1
75000,58527,200,13,1
76000,59331,200,14,1
77000,58660,200,13,1
78000,62519,300,16,1
79000,65410,200,13,1
80000,64622,400,14,1
81000,64867,300,15,1
82000,66048,300,14,1
83000,66647,300,15,1
84000,63545,300,16,1
85000,67004,300,16,1
86000,69805,200,14,1
87000,72190,300,15,1
88000,71130,200,15,1
89000,73393,200,15,1
90000,71301,300,15,1
91000,69037,300,16,1
92000,71453,400,17,1
93000,76203,200,17,1
94000,72435,300,17,1
95000,75316,300,16,1
96000,77448,200,16,1
97000,79368,400,17,1
98000,75037,300,17,1
99000,79291,200,16,1
100000,81603,200,16,1
